Planner,Domain,Instance,IPC_Score,LLM,Prompt_Type,Prompt_ID
lama,depots,instance-19.pddl,0.5932854579783413,DeepSeek-R1,Arch_Aware,1.0
lama,ricochet-robots,instance-01.pddl,0.8099681453621053,Gemini 3.1 Pro,Cross_Test,3.0
lama,ricochet-robots,instance-02.pddl,0.8997452600215045,Gemini 3.1 Pro,Cross_Test,3.0
lama,ricochet-robots,instance-03.pddl,0.45967921717660126,Gemini 3.1 Pro,Cross_Test,3.0
lama,ricochet-robots,instance-04.pddl,0.0,Claude Opus 4.6,Arch_Aware,1.0
lama,ricochet-robots,instance-07.pddl,0.875965313993901,Gemini 3.1 Pro,Cross_Test,3.0
lama,ricochet-robots,instance-08.pddl,0.481050233304277,Gemini 3.1 Pro,Cross_Test,3.0
lama,ricochet-robots,instance-09.pddl,0.0,Claude Opus 4.6,Arch_Aware,1.0
lama,ricochet-robots,instance-11.pddl,0.0,Claude Opus 4.6,Arch_Aware,1.0
lama,ricochet-robots,instance-12.pddl,0.0,Claude Opus 4.6,Arch_Aware,1.0
lama,ricochet-robots,instance-13.pddl,0.6624515607233097,DeepSeek-R1,Arch_Aware,1.0
lama,ricochet-robots,instance-14.pddl,0.9936588757285403,DeepSeek-R1,Arch_Aware,1.0
lama,ricochet-robots,instance-16.pddl,0.0,Claude Opus 4.6,Arch_Aware,1.0
lama,ricochet-robots,instance-17.pddl,0.0,Claude Opus 4.6,Arch_Aware,1.0
lama,ricochet-robots,instance-18.pddl,0.0,Claude Opus 4.6,Arch_Aware,1.0
lama,ricochet-robots,instance-19.pddl,0.0,Claude Opus 4.6,Arch_Aware,1.0
lama,snake,instance-01.pddl,0.79835277459403,Claude Opus 4.6,Cross_Test,4.0
lama,snake,instance-02.pddl,0.39807644626245275,Claude Opus 4.6,Cross_Test,4.0
lama,snake,instance-03.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-04.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-07.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-08.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-09.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-11.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-12.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-13.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-14.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-16.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-17.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-18.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,snake,instance-19.pddl,0.0,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-01.pddl,0.6934564361637983,Gemini 3.1 Pro,Arch_Aware,1.0
lama,visitall,instance-02.pddl,0.7018626216402922,Gemini 3.1 Pro,Arch_Aware,1.0
lama,visitall,instance-03.pddl,0.6811402250888303,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-04.pddl,0.6793296785545324,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-07.pddl,0.6713220740996843,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-08.pddl,0.6787685044786601,Gemini 3.1 Pro,Arch_Aware,1.0
lama,visitall,instance-09.pddl,0.6710913293108679,DeepSeek-R1,Arch_Aware,1.0
lama,visitall,instance-11.pddl,0.6793935958676091,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-12.pddl,0.68517486529688,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-13.pddl,0.6915424060401485,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-14.pddl,0.7636635019889177,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-16.pddl,0.6969223331234963,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-17.pddl,0.6677286361266995,GPT-5.4,Arch_Aware,1.0
lama,visitall,instance-18.pddl,0.7642718285831609,Claude Opus 4.6,Arch_Aware,1.0
lama,visitall,instance-19.pddl,0.6789830829799169,Gemini 3.1 Pro,Arch_Aware,1.0
madagascar,barman,instance-01.pddl,0.3972271070585318,DeepSeek-R1,Arch_Aware,4.0
madagascar,barman,instance-02.pddl,0.3368241432228903,GPT-5.4,Cross_Test,1.0
madagascar,barman,instance-03.pddl,0.3511815942825369,GPT-5.4,Cross_Test,3.0
madagascar,barman,instance-04.pddl,0.9110155134479909,GPT-5.4,Cross_Test,1.0
madagascar,barman,instance-07.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,barman,instance-08.pddl,0.3434066864519461,GPT-5.4,Cross_Test,3.0
madagascar,barman,instance-09.pddl,0.5012069638244399,Gemini 3.1 Pro,Cross_Test,3.0
madagascar,barman,instance-11.pddl,0.4414279861213761,GPT-5.4,Cross_Test,1.0
madagascar,barman,instance-12.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,barman,instance-13.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,barman,instance-14.pddl,0.40885146950942425,Claude Opus 4.6,Cross_Test,2.0
madagascar,barman,instance-16.pddl,0.7337689511796844,Claude Opus 4.6,Cross_Test,1.0
madagascar,barman,instance-17.pddl,0.35395957490746144,Gemini 3.1 Pro,Arch_Aware,4.0
madagascar,barman,instance-18.pddl,0.3760258865712826,GPT-5.4,Cross_Test,1.0
madagascar,barman,instance-19.pddl,0.4470946594153599,Claude Opus 4.6,Cross_Test,2.0
madagascar,depots,instance-01.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-02.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-03.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-04.pddl,1.0,DeepSeek-R1,Cross_Test,2.0
madagascar,depots,instance-07.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-08.pddl,1.0,GPT-5.4,Arch_Aware,4.0
madagascar,depots,instance-09.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-11.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-12.pddl,1.0,Gemini 3.1 Pro,Arch_Aware,4.0
madagascar,depots,instance-13.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-14.pddl,1.0,DeepSeek-R1,Cross_Test,2.0
madagascar,depots,instance-16.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-17.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-18.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,depots,instance-19.pddl,1.0,DeepSeek-R1,Arch_Aware,4.0
madagascar,ricochet-robots,instance-01.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-02.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-03.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-04.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-07.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-08.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-09.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-11.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-12.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-13.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-14.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-16.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-17.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-18.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,ricochet-robots,instance-19.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,snake,instance-01.pddl,0.9048390286131299,DeepSeek-R1,Arch_Aware,4.0
madagascar,snake,instance-02.pddl,0.993085717505178,GPT-5.4,Cross_Test,1.0
madagascar,snake,instance-03.pddl,0.7985455037908663,GPT-5.4,Cross_Test,3.0
madagascar,snake,instance-04.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,snake,instance-07.pddl,1.0,Gemini 3.1 Pro,Arch_Aware,4.0
madagascar,snake,instance-08.pddl,0.6951154808320149,Gemini 3.1 Pro,Arch_Aware,4.0
madagascar,snake,instance-09.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,snake,instance-11.pddl,1.0,DeepSeek-R1,Cross_Test,2.0
madagascar,snake,instance-12.pddl,0.9196200661276361,Claude Opus 4.6,Arch_Aware,4.0
madagascar,snake,instance-13.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,snake,instance-14.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,snake,instance-16.pddl,1.0,Claude Opus 4.6,Cross_Test,2.0
madagascar,snake,instance-17.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,snake,instance-18.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,snake,instance-19.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-01.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-02.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-03.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-04.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-07.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-08.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-09.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-11.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-12.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-13.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-14.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-16.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-17.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-18.pddl,0.0,GPT-5.4,Arch_Aware,4.0
madagascar,visitall,instance-19.pddl,0.0,GPT-5.4,Arch_Aware,4.0
