ID,Domain Name,LLM Model,Prompt ID,LLM_Status,LLM API Time S,Input Tokens Consumed,Output Tokens Generated,Path to Raw LLM Response,Passed Stage V1,Path to Extracted PDDL,Passed VAL Syntactic Check (V2),VAL_error_string,Passed V3,Passed V4,Validation Status,Timestamp
111,barman,deepseek-reasoner,1.3,Passed,22.26888918876648,3723,2965,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/lama/barman/barman_deepseek-r1_lama_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/lama/barman/barman_deepseek-r1_Feedback_lama_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T16:45:25.076312+00:00
112,barman,gemini-3.1-pro-preview-customtools,1.3,Passed,53.21242690086365,4029,1781,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/lama/barman/barman_gemini-3.1-pro_lama_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/lama/barman/barman_gemini-3.1-pro_Feedback_lama_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T16:46:48.909144+00:00
113,barman,gpt-5.4-2026-03-05,2.1,Passed,16.229592084884644,3343,1580,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/decstar/barman/barman_gpt-5.4_decstar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/barman/barman_gpt-5.4_Feedback_decstar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T17:58:10.860280+00:00
114,barman,claude-opus-4-6,2.1,Passed,22.367340087890625,4054,2053,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/decstar/barman/barman_claude-opus-4.6_decstar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/decstar/barman/barman_claude-opus-4.6_Feedback_decstar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T17:58:20.085283+00:00
115,barman,deepseek-reasoner,2.1,Passed,50.16542410850525,3474,5827,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/decstar/barman/barman_deepseek-r1_decstar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/decstar/barman/barman_deepseek-r1_Feedback_decstar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T17:59:38.498500+00:00
116,barman,deepseek-reasoner,2.2,Passed,46.8058819770813,3672,5361,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/decstar/barman/barman_deepseek-r1_decstar_iter2.txt,True,N/A,True,semantic_change_detected,True,False,INVALID_V4,2026-05-24T18:00:25.730177+00:00
117,barman,gemini-3.1-pro-preview-customtools,2.1,Passed,63.751752853393555,2929,1738,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/decstar/barman/barman_gemini-3.1-pro_decstar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/barman/barman_gemini-3.1-pro_Feedback_decstar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T18:01:11.634165+00:00
118,barman,gpt-5.4-2026-03-05,2.2,Passed,18.16795802116394,3503,1604,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/decstar/barman/barman_gpt-5.4_decstar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/barman/barman_gpt-5.4_Feedback_decstar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T19:11:36.454643+00:00
119,barman,claude-opus-4-6,2.2,Passed,21.583216667175293,4324,2035,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/decstar/barman/barman_claude-opus-4.6_decstar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/decstar/barman/barman_claude-opus-4.6_Feedback_decstar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T19:11:59.818807+00:00
120,barman,deepseek-reasoner,2.3,Passed,46.21208691596985,3235,5956,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/decstar/barman/barman_deepseek-r1_decstar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/decstar/barman/barman_deepseek-r1_Feedback_decstar_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T19:14:28.547418+00:00
121,barman,gemini-3.1-pro-preview-customtools,2.2,Passed,86.58623218536377,3811,1762,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/decstar/barman/barman_gemini-3.1-pro_decstar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/decstar/barman/barman_gemini-3.1-pro_Feedback_decstar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T19:15:53.091266+00:00
122,barman,gemini-3.1-pro-preview-customtools,2.3,"Failed: Gemini max tokens reached. Text: To optimize the Barman domain for DecStar's Star Topology factoring, this reordering strictly enforc...",0.0,0,0,N/A,False,N/A,False,N/A,False,False,LLM_ERROR,2026-05-24T19:18:17.009625+00:00
123,barman,deepseek-reasoner,3.1,Passed,17.552834033966064,3541,2736,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/bfws/barman/barman_deepseek-r1_bfws_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/bfws/barman/barman_deepseek-r1_Feedback_bfws_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T19:27:11.050377+00:00
124,barman,gemini-3.1-pro-preview-customtools,3.1,Passed,73.83252906799316,3774,1780,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/bfws/barman/barman_gemini-3.1-pro_bfws_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/barman/barman_gemini-3.1-pro_Feedback_bfws_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T19:31:42.208872+00:00
125,barman,deepseek-reasoner,3.2,Passed,22.842299222946167,3684,3356,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/bfws/barman/barman_deepseek-r1_bfws_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/bfws/barman/barman_deepseek-r1_Feedback_bfws_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T19:39:57.675074+00:00
126,barman,gemini-3.1-pro-preview-customtools,3.2,Passed,65.08378911018372,3994,1740,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/bfws/barman/barman_gemini-3.1-pro_bfws_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/barman/barman_gemini-3.1-pro_Feedback_bfws_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T19:45:01.649719+00:00
127,barman,deepseek-reasoner,3.3,Passed,41.130778789520264,3915,5486,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/bfws/barman/barman_deepseek-r1_bfws_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/bfws/barman/barman_deepseek-r1_Feedback_bfws_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T19:53:17.063493+00:00
128,barman,deepseek-reasoner,4.1,Passed,31.237935781478882,3453,4781,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/madagascar/barman/barman_deepseek-r1_madagascar_iter1.txt,True,N/A,True,semantic_change_detected,True,False,INVALID_V4,2026-05-24T19:53:48.787598+00:00
129,barman,gemini-3.1-pro-preview-customtools,3.3,Passed,72.30436992645264,4141,1792,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/bfws/barman/barman_gemini-3.1-pro_bfws_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/bfws/barman/barman_gemini-3.1-pro_Feedback_bfws_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T19:58:38.718947+00:00
130,barman,gpt-5.4-2026-03-05,2.3,Passed,16.675852060317993,3671,1588,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/decstar/barman/barman_gpt-5.4_decstar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/decstar/barman/barman_gpt-5.4_Feedback_decstar_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T20:25:15.576689+00:00
131,barman,claude-opus-4-6,2.3,Passed,26.313776969909668,4551,2163,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/decstar/barman/barman_claude-opus-4.6_decstar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/decstar/barman/barman_claude-opus-4.6_Feedback_decstar_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T20:25:48.106305+00:00
132,barman,gpt-5.4-2026-03-05,3.1,Passed,17.378520011901855,3386,1579,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/bfws/barman/barman_gpt-5.4_bfws_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/barman/barman_gpt-5.4_Feedback_bfws_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T20:38:43.225013+00:00
133,barman,claude-opus-4-6,3.1,Passed,21.659737825393677,4066,2067,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/bfws/barman/barman_claude-opus-4.6_bfws_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/bfws/barman/barman_claude-opus-4.6_Feedback_bfws_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T20:39:05.976051+00:00
134,barman,gpt-5.4-2026-03-05,3.2,Passed,16.051016807556152,3545,1574,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/bfws/barman/barman_gpt-5.4_bfws_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/barman/barman_gpt-5.4_Feedback_bfws_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T20:52:08.055487+00:00
135,barman,claude-opus-4-6,3.2,Passed,20.80539608001709,4376,2032,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/bfws/barman/barman_claude-opus-4.6_bfws_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/bfws/barman/barman_claude-opus-4.6_Feedback_bfws_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T20:52:23.418021+00:00
136,barman,gemini-3.1-pro-preview-customtools,4.1,Passed,78.87495589256287,3797,1759,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/madagascar/barman/barman_gemini-3.1-pro_madagascar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/barman/barman_gemini-3.1-pro_Feedback_madagascar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T21:03:34.519584+00:00
137,barman,gpt-5.4-2026-03-05,3.3,Passed,16.247411966323853,3685,1580,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/bfws/barman/barman_gpt-5.4_bfws_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/bfws/barman/barman_gpt-5.4_Feedback_bfws_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T21:05:37.405585+00:00
138,barman,claude-opus-4-6,3.3,Passed,21.60637092590332,4605,2074,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/bfws/barman/barman_claude-opus-4.6_bfws_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/bfws/barman/barman_claude-opus-4.6_Feedback_bfws_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T21:05:39.804728+00:00
139,barman,deepseek-reasoner,4.2,Passed,26.244690895080566,3024,3920,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/madagascar/barman/barman_deepseek-r1_madagascar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/madagascar/barman/barman_deepseek-r1_Feedback_madagascar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T21:11:48.946087+00:00
140,barman,gemini-3.1-pro-preview-customtools,4.2,Passed,82.380539894104,3976,1764,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gemini-3.1-pro/madagascar/barman/barman_gemini-3.1-pro_madagascar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gemini-3.1-pro/madagascar/barman/barman_gemini-3.1-pro_Feedback_madagascar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T22:19:16.993338+00:00
141,barman,claude-opus-4-6,4.1,Passed,23.357054948806763,4195,2053,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/claude-opus-4.6/madagascar/barman/barman_claude-opus-4.6_madagascar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/claude-opus-4.6/madagascar/barman/barman_claude-opus-4.6_Feedback_madagascar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T22:20:26.442233+00:00
142,barman,gpt-5.4-2026-03-05,4.1,Passed,18.427145957946777,3471,1574,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/gpt-5.4/madagascar/barman/barman_gpt-5.4_madagascar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/gpt-5.4/madagascar/barman/barman_gpt-5.4_Feedback_madagascar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T22:23:58.055625+00:00
143,barman,deepseek-reasoner,4.3,Passed,18.41469383239746,3947,3002,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/madagascar/barman/barman_deepseek-r1_madagascar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/madagascar/barman/barman_deepseek-r1_Feedback_madagascar_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T22:26:42.588142+00:00
144,depots,deepseek-reasoner,1.1,Passed,30.813836097717285,2463,4362,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/lama/depots/depots_deepseek-r1_lama_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/lama/depots/depots_deepseek-r1_Feedback_lama_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T22:27:49.154273+00:00
145,depots,deepseek-reasoner,1.2,Passed,16.02730393409729,2638,2468,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/lama/depots/depots_deepseek-r1_lama_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/lama/depots/depots_deepseek-r1_Feedback_lama_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T22:28:42.064054+00:00
146,depots,deepseek-reasoner,1.3,Passed,19.70188283920288,2791,2864,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/lama/depots/depots_deepseek-r1_lama_iter3.txt,False,N/A,False,extraction_failed,False,False,INVALID_V1,2026-05-24T22:29:01.800253+00:00
147,depots,deepseek-reasoner,2.1,Passed,29.34961485862732,2455,4332,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/decstar/depots/depots_deepseek-r1_decstar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/decstar/depots/depots_deepseek-r1_Feedback_decstar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T22:32:43.374977+00:00
148,depots,deepseek-reasoner,2.2,Passed,38.434581995010376,2621,4824,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/decstar/depots/depots_deepseek-r1_decstar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/decstar/depots/depots_deepseek-r1_Feedback_decstar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T22:36:30.547495+00:00
149,depots,deepseek-reasoner,2.3,Passed,15.119217872619629,2777,2220,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/decstar/depots/depots_deepseek-r1_decstar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/decstar/depots/depots_deepseek-r1_Feedback_decstar_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T22:39:55.221038+00:00
150,depots,deepseek-reasoner,3.1,Passed,8.428580045700073,2516,1272,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/bfws/depots/depots_deepseek-r1_bfws_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/bfws/depots/depots_deepseek-r1_Feedback_bfws_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T22:40:33.526891+00:00
151,depots,deepseek-reasoner,3.2,Passed,35.079307079315186,2710,4915,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/bfws/depots/depots_deepseek-r1_bfws_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/bfws/depots/depots_deepseek-r1_Feedback_bfws_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T22:41:37.357756+00:00
152,depots,deepseek-reasoner,3.3,Passed,22.28457498550415,2857,3143,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/bfws/depots/depots_deepseek-r1_bfws_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/bfws/depots/depots_deepseek-r1_Feedback_bfws_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T22:42:27.749959+00:00
153,depots,deepseek-reasoner,4.1,Passed,25.06714701652527,2575,3730,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/madagascar/depots/depots_deepseek-r1_madagascar_iter1.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/madagascar/depots/depots_deepseek-r1_Feedback_madagascar_iter1.pddl,True,N/A,True,True,VALID,2026-05-24T22:43:06.272354+00:00
154,depots,deepseek-reasoner,4.2,Passed,33.95558977127075,2739,4697,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/madagascar/depots/depots_deepseek-r1_madagascar_iter2.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/madagascar/depots/depots_deepseek-r1_Feedback_madagascar_iter2.pddl,True,N/A,True,True,VALID,2026-05-24T22:43:52.836674+00:00
155,depots,deepseek-reasoner,4.3,Passed,52.025141954422,2852,6842,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/LLM Responses/deepseek-r1/madagascar/depots/depots_deepseek-r1_madagascar_iter3.txt,True,/Users/danielehab/My Drive/ArchAware-PDDL-Configurator/results/feedback_loop/Iteration Domains/deepseek-r1/madagascar/depots/depots_deepseek-r1_Feedback_madagascar_iter3.pddl,True,N/A,True,True,VALID,2026-05-24T22:44:57.469533+00:00
